,usrec,unrate,cpiaucsl,indpro,m2sl,wtisplc,icsa,houst,gs10,tb3ms,baa,ppiaco,usalolitoaastsam,sp500,precio_oro,yield_spread,credit_spread,target_6m,target_12m
1967-01-31,0.0,3.9,32.9,35.225,481.6,2.97,204000.0,1067.0,4.58,4.72,5.97,33.4,98.7046576320325,86.61000061035156,34.95,-0.1399999999999996,1.3899999999999997,0.0,0.0
1967-02-28,0.0,3.8,33.0,34.8255,485.1,3.0,242000.0,1123.0,4.63,4.56,5.82,33.4,98.602830961764,86.77999877929688,34.95,0.0700000000000002,1.1900000000000004,0.0,0.0
1967-03-31,0.0,3.8,33.0,34.6292,489.7,3.0,247000.0,1056.0,4.54,4.26,5.85,33.3,98.6196490215514,90.1999969482422,34.95,0.2800000000000002,1.3099999999999996,0.0,0.0
1967-04-30,0.0,3.8,33.1,34.9558,492.1,3.0,255000.0,1091.0,4.59,3.84,5.83,33.1,98.7589271946642,94.01000213623048,34.95,0.75,1.2400000000000002,0.0,0.0
1967-05-31,0.0,3.8,33.1,34.6508,497.2,3.0,228000.0,1304.0,4.85,3.6,5.96,33.3,99.0072035902088,89.08000183105469,34.95,1.2499999999999996,1.1100000000000003,0.0,0.0
1967-06-30,0.0,3.9,33.3,34.6465,502.0,3.0,218000.0,1248.0,5.02,3.54,6.15,33.5,99.3171673871721,90.63999938964844,34.95,1.4799999999999995,1.1300000000000008,0.0,0.0
1967-07-31,0.0,3.8,33.4,34.5676,506.3,3.0,209000.0,1364.0,5.16,4.21,6.26,33.5,99.6491591296787,94.75,34.95,0.9500000000000002,1.0999999999999996,0.0,0.0
1967-08-31,0.0,3.8,33.5,35.2299,510.8,3.07,213000.0,1407.0,5.28,4.27,6.33,33.4,99.9692224318272,93.63999938964844,34.95,1.010000000000001,1.0499999999999998,0.0,0.0
1967-09-30,0.0,3.8,33.6,35.1727,514.7,3.07,204000.0,1421.0,5.3,4.42,6.4,33.4,100.244920765167,96.70999908447266,34.95,0.8799999999999999,1.1000000000000003,0.0,0.0
1967-10-31,0.0,4.0,33.7,35.4591,518.2,3.07,207000.0,1491.0,5.48,4.56,6.52,33.4,100.464266204504,93.3000030517578,34.95,0.9200000000000008,1.0399999999999991,0.0,0.0
1967-11-30,0.0,3.9,33.9,35.9663,521.2,3.07,191000.0,1538.0,5.75,4.73,6.72,33.4,100.622844006507,94.0,34.95,1.0199999999999996,0.9699999999999998,0.0,0.0
1967-12-31,0.0,3.8,34.0,36.3536,524.8,3.07,216000.0,1308.0,5.7,4.97,6.93,33.7,100.721988583725,96.47000122070312,34.95,0.7300000000000004,1.2299999999999995,0.0,0.0
1968-01-31,0.0,3.7,34.1,36.3145,527.4,3.07,198000.0,1380.0,5.53,5.0,6.84,33.8,100.758009585753,92.23999786376952,35.5,0.5300000000000002,1.3099999999999996,0.0,0.0
1968-02-29,0.0,3.8,34.2,36.4446,530.4,3.07,193000.0,1520.0,5.56,4.98,6.8,34.0,100.761443437325,89.36000061035156,36.0,0.5799999999999992,1.2400000000000002,0.0,0.0
1968-03-31,0.0,3.7,34.3,36.5584,533.2,3.07,192000.0,1466.0,5.74,5.17,6.85,34.1,100.753260960724,90.1999969482422,37.0,0.5700000000000003,1.1099999999999994,0.0,0.0
1968-04-30,0.0,3.5,34.4,36.6113,535.7,3.07,251000.0,1554.0,5.64,5.38,6.97,34.1,100.745837759859,97.45999908447266,37.86,0.2599999999999998,1.33,0.0,0.0
1968-05-31,0.0,3.5,34.5,37.022,538.9,3.07,194000.0,1408.0,5.87,5.66,7.03,34.2,100.747495518242,98.68000030517578,40.7,0.2099999999999999,1.16,0.0,0.0
1968-06-30,0.0,3.7,34.7,37.158,542.6,3.07,194000.0,1405.0,5.72,5.52,7.07,34.2,100.772219237233,99.58000183105467,41.14,0.2000000000000001,1.3500000000000003,0.0,0.0
1968-07-31,0.0,3.7,34.9,37.101,545.6,3.07,205000.0,1512.0,5.5,5.31,6.98,34.3,100.833735888855,97.73999786376952,39.46,0.1900000000000004,1.4800000000000004,0.0,0.0
1968-08-31,0.0,3.5,35.0,37.2045,549.4,3.07,188000.0,1495.0,5.42,5.09,6.82,34.2,100.943621696567,98.86000061035156,39.19,0.33,1.4000000000000004,0.0,0.0
1968-09-30,0.0,3.4,35.1,37.3454,553.6,3.07,189000.0,1556.0,5.46,5.19,6.79,34.4,101.10178208432,102.66999816894533,40.18,0.2699999999999996,1.33,0.0,0.0
1968-10-31,0.0,3.4,35.3,37.4196,557.6,3.07,182000.0,1569.0,5.58,5.35,6.84,34.4,101.259304047488,103.41000366210938,39.21,0.2300000000000004,1.2599999999999998,0.0,0.0
1968-11-30,0.0,3.4,35.4,37.9036,562.4,3.07,162000.0,1630.0,5.7,5.45,7.01,34.5,101.358386484873,108.37000274658205,39.78,0.25,1.3099999999999996,0.0,0.0
1968-12-31,0.0,3.4,35.6,38.0233,566.8,3.07,223000.0,1548.0,6.03,5.96,7.23,34.6,101.378653446507,103.86000061035156,41.08,0.0700000000000002,1.2000000000000002,0.0,0.0
1969-01-31,0.0,3.4,35.7,38.2533,569.3,3.07,193000.0,1769.0,6.04,6.14,7.32,34.8,101.32485844014,103.01000213623048,42.3,-0.0999999999999996,1.2800000000000002,0.0,1.0
1969-02-28,0.0,3.4,35.8,38.4981,571.9,3.07,192000.0,1705.0,6.19,6.12,7.3,35.0,101.205352926417,98.12999725341795,42.6,0.0700000000000002,1.1099999999999994,0.0,1.0
1969-03-31,0.0,3.4,36.1,38.8,574.4,3.25,183000.0,1561.0,6.3,6.02,7.51,35.2,101.029833661897,101.51000213623048,43.16,0.2800000000000002,1.21,0.0,1.0
1969-04-30,0.0,3.4,36.3,38.6573,575.7,3.35,177000.0,1524.0,6.17,6.11,7.54,35.3,100.799819835696,103.69000244140624,43.31,0.0599999999999996,1.37,0.0,1.0
1969-05-31,0.0,3.4,36.4,38.5111,576.5,3.35,187000.0,1583.0,6.32,6.04,7.52,35.5,100.520682311186,103.45999908447266,43.46,0.2800000000000002,1.1999999999999993,0.0,1.0
1969-06-30,0.0,3.5,36.6,38.8874,578.5,3.35,203000.0,1528.0,6.57,6.44,7.7,35.7,100.237714878895,97.70999908447266,41.44,0.1299999999999999,1.13,0.0,1.0
1969-07-31,0.0,3.5,36.8,39.0927,579.5,3.35,192000.0,1368.0,6.72,7.0,7.84,35.8,99.9868601483913,91.83000183105467,41.76,-0.2800000000000002,1.12,1.0,1.0
1969-08-31,0.0,3.5,36.9,39.1825,580.1,3.35,195000.0,1358.0,6.69,6.98,7.86,35.7,99.7775470423799,95.51000213623048,41.09,-0.29,1.17,1.0,1.0
1969-09-30,0.0,3.7,37.1,39.1737,582.1,3.35,193000.0,1507.0,7.16,7.09,8.05,35.8,99.5865845641047,93.12000274658205,40.87,0.0700000000000002,0.8900000000000006,1.0,1.0
1969-10-31,0.0,3.7,37.3,39.1852,583.4,3.35,205000.0,1381.0,7.1,7.0,8.22,35.9,99.3788257938742,97.12000274658205,40.44,0.0999999999999996,1.120000000000001,1.0,1.0
1969-11-30,0.0,3.5,37.5,38.8158,585.4,3.35,202000.0,1229.0,7.14,7.24,8.25,36.1,99.1346446328099,93.80999755859376,37.4,-0.1000000000000005,1.1100000000000003,1.0,1.0
1969-12-31,0.0,3.5,37.7,38.7116,587.9,3.35,223000.0,1327.0,7.65,7.82,8.65,36.3,98.8500652138014,92.05999755859376,35.17,-0.1699999999999999,1.0,1.0,0.0
1970-01-31,1.0,3.9,37.9,37.9948,589.6,3.35,239000.0,1085.0,7.79,7.87,8.86,36.5,98.5338310613626,85.0199966430664,34.94,-0.08,1.0699999999999994,1.0,0.0
1970-02-28,1.0,4.2,38.1,37.9698,586.3,3.35,242000.0,1305.0,7.24,7.13,8.78,36.7,98.2207543686105,89.5,34.99,0.1100000000000003,1.5399999999999991,1.0,0.0
1970-03-31,1.0,4.4,38.3,37.9205,587.3,3.35,276000.0,1319.0,7.07,6.63,8.63,36.7,97.9412538859258,89.62999725341797,35.09,0.4400000000000004,1.5600000000000005,1.0,0.0
1970-04-30,1.0,4.6,38.5,37.823,588.4,3.35,349000.0,1264.0,7.39,6.51,8.7,36.8,97.7216565486318,81.5199966430664,35.62,0.8799999999999999,1.3099999999999996,1.0,0.0
1970-05-31,1.0,4.8,38.6,37.7789,591.5,3.35,301000.0,1290.0,7.91,6.84,8.98,36.8,97.5911063010094,76.55000305175781,35.95,1.0700000000000005,1.0700000000000005,1.0,0.0
1970-06-30,1.0,4.9,38.8,37.6567,595.2,3.35,291000.0,1385.0,7.84,6.68,9.25,36.9,97.5411873827573,72.72000122070312,35.42,1.16,1.41,0.0,0.0
1970-07-31,1.0,5.0,38.9,37.7491,599.1,3.31,287000.0,1517.0,7.46,6.45,9.4,37.1,97.5425140046821,78.05000305175781,35.32,1.0099999999999998,1.9400000000000004,0.0,0.0
1970-08-31,1.0,5.1,39.0,37.6818,604.9,3.31,297000.0,1399.0,7.53,6.41,9.44,36.9,97.5863709325877,81.5199966430664,35.38,1.12,1.9099999999999997,0.0,0.0
1970-09-30,1.0,5.4,39.2,37.4221,611.2,3.31,333000.0,1534.0,7.39,6.12,9.39,37.1,97.6910543427946,84.30000305175781,36.19,1.2699999999999996,2.000000000000001,0.0,0.0
1970-10-31,1.0,5.5,39.4,36.6735,616.4,3.31,327000.0,1580.0,7.33,5.91,9.33,37.1,97.8890369078019,83.25,37.52,1.42,2.0,0.0,0.0
1970-11-30,1.0,5.9,39.6,36.4514,621.1,3.31,337000.0,1647.0,6.84,5.28,9.38,37.1,98.2185609843427,87.19999694824219,37.44,1.5599999999999996,2.540000000000001,0.0,0.0
1970-12-31,0.0,6.1,39.8,37.2885,626.5,3.56,321000.0,1893.0,6.39,4.87,9.12,37.1,98.6709900433597,92.1500015258789,37.44,1.5199999999999996,2.7299999999999995,0.0,0.0
1971-01-31,0.0,5.9,39.9,37.5753,632.9,3.56,292000.0,1828.0,6.24,4.44,8.74,37.3,99.163503260244,95.87999725341795,37.88,1.7999999999999998,2.5,0.0,0.0
1971-02-28,0.0,5.9,39.9,37.5037,641.0,3.56,290000.0,1741.0,6.11,3.7,8.39,37.7,99.603316674123,96.75,38.74,2.41,2.28,0.0,0.0
1971-03-31,0.0,6.0,40.0,37.4631,649.9,3.56,300000.0,1910.0,5.7,3.38,8.46,37.8,99.9318549263576,100.30999755859376,38.87,2.3200000000000003,2.7600000000000007,0.0,0.0
1971-04-30,0.0,5.9,40.1,37.6735,658.4,3.56,288000.0,1986.0,5.83,3.86,8.45,37.9,100.145557382391,103.9499969482422,39.01,1.97,2.619999999999999,0.0,0.0
1971-05-31,0.0,5.9,40.3,37.8646,666.7,3.56,299000.0,2049.0,6.39,4.14,8.62,38.1,100.255204406002,99.62999725341795,40.52,2.25,2.2299999999999995,0.0,0.0
1971-06-30,0.0,5.9,40.5,38.0234,673.0,3.56,291000.0,2026.0,6.52,4.75,8.75,38.2,100.293532211592,98.6999969482422,40.1,1.7699999999999996,2.2300000000000004,0.0,0.0
1971-07-31,0.0,6.0,40.6,37.9131,679.6,3.56,308000.0,2083.0,6.73,5.4,8.76,38.3,100.302067764616,95.58000183105467,40.95,1.33,2.03,0.0,0.0
1971-08-31,0.0,6.1,40.7,37.693,685.5,3.56,307000.0,2158.0,6.58,4.94,8.76,38.5,100.325422334606,99.02999877929688,42.71,1.6399999999999997,2.18,0.0,0.0
1971-09-30,0.0,6.0,40.8,38.3056,692.5,3.56,308000.0,2041.0,6.14,4.69,8.59,38.3,100.409700287716,98.33999633789062,42.03,1.4499999999999993,2.45,0.0,0.0
1971-10-31,0.0,5.8,40.9,38.5924,698.4,3.56,283000.0,2128.0,5.93,4.46,8.48,38.3,100.588767733399,94.2300033569336,42.5,1.4699999999999998,2.5500000000000007,0.0,0.0
1971-11-30,0.0,6.0,41.0,38.7561,704.6,3.56,278000.0,2182.0,5.81,4.22,8.38,38.3,100.87643126316,93.98999786376952,42.86,1.59,2.570000000000001,0.0,0.0
1971-12-31,0.0,6.0,41.1,39.2035,710.3,3.56,244000.0,2295.0,5.93,4.01,8.38,38.6,101.253777419278,102.08999633789062,43.48,1.92,2.450000000000001,0.0,0.0
1972-01-31,0.0,5.8,41.2,40.1408,717.7,3.56,269000.0,2494.0,5.95,3.38,8.23,38.8,101.649027409651,103.94000244140624,45.75,2.5700000000000003,2.28,0.0,0.0
1972-02-29,0.0,5.7,41.4,40.5459,725.7,3.56,254000.0,2390.0,6.08,3.2,8.23,39.2,102.001975116081,106.56999969482422,48.26,2.88,2.1500000000000004,0.0,0.0
1972-03-31,0.0,5.8,41.4,40.8263,733.5,3.56,264000.0,2334.0,6.07,3.73,8.24,39.2,102.278139801028,107.1999969482422,48.33,2.3400000000000003,2.17,0.0,0.0
1972-04-30,0.0,5.7,41.5,41.2348,738.4,3.56,265000.0,2249.0,6.19,3.71,8.24,39.3,102.481509519926,107.66999816894533,49.03,2.4800000000000004,2.05,0.0,0.0
1972-05-31,0.0,5.7,41.6,41.2405,743.3,3.56,267000.0,2221.0,6.13,3.69,8.23,39.5,102.637581955107,109.52999877929688,54.62,2.44,2.1000000000000005,0.0,0.0
1972-06-30,0.0,5.7,41.7,41.3497,749.7,3.56,286000.0,2254.0,6.11,3.91,8.2,39.7,102.775627826348,107.13999938964844,62.09,2.2,2.089999999999999,0.0,0.0
1972-07-31,0.0,5.6,41.8,41.3035,759.5,3.56,247000.0,2252.0,6.11,3.98,8.23,40.0,102.932249480614,107.38999938964844,65.66,2.1300000000000003,2.12,0.0,0.0
1972-08-31,0.0,5.6,41.9,41.879,768.7,3.56,262000.0,2382.0,6.21,4.02,8.19,40.1,103.131277464752,111.08999633789062,67.03,2.1900000000000004,1.9799999999999995,0.0,0.0
1972-09-30,0.0,5.5,42.1,42.2132,778.3,3.56,251000.0,2481.0,6.55,4.66,8.09,40.2,103.351355362876,110.5500030517578,65.46,1.89,1.54,0.0,0.0
1972-10-31,0.0,5.6,42.2,42.7494,786.9,3.56,234000.0,2485.0,6.48,4.74,8.06,40.1,103.55744268368,111.58000183105467,64.86,1.7400000000000002,1.58,0.0,0.0
1972-11-30,0.0,5.3,42.4,43.2548,793.9,3.56,235000.0,2421.0,6.28,4.78,7.99,40.3,103.722022275489,116.66999816894533,62.91,1.5,1.71,0.0,0.0
1972-12-31,0.0,5.2,42.5,43.7367,802.3,3.56,225000.0,2366.0,6.36,5.07,7.93,41.1,103.809251039083,118.0500030517578,63.91,1.29,1.5699999999999994,0.0,1.0
1973-01-31,0.0,4.9,42.7,44.0529,810.3,3.56,214000.0,2481.0,6.46,5.41,7.9,41.6,103.794906662075,116.02999877929688,65.14,1.0499999999999998,1.4400000000000004,0.0,1.0
1973-02-28,0.0,5.0,43.0,44.6827,814.1,3.56,218000.0,2289.0,6.64,5.6,7.97,42.4,103.668618726795,111.68000030517578,74.2,1.04,1.33,0.0,1.0
1973-03-31,0.0,4.9,43.4,44.7045,815.3,3.56,222000.0,2365.0,6.71,6.09,8.03,43.4,103.427715263661,111.5199966430664,84.37,0.6200000000000001,1.3199999999999994,0.0,1.0
1973-04-30,0.0,5.0,43.7,44.6387,819.7,3.56,236000.0,2084.0,6.67,6.26,8.09,43.6,103.090195525624,106.97000122070312,90.5,0.4100000000000001,1.42,0.0,1.0
1973-05-31,0.0,4.9,43.9,44.9429,826.8,3.56,238000.0,2266.0,6.85,6.36,8.06,44.5,102.694627852569,104.9499969482422,101.96,0.4899999999999993,1.2100000000000009,0.0,1.0
1973-06-30,0.0,4.9,44.2,45.0035,833.3,3.56,237000.0,2067.0,6.9,7.19,8.13,45.5,102.288837359118,104.26000213623048,120.12,-0.29,1.2300000000000004,1.0,1.0
1973-07-31,0.0,4.8,44.2,45.1636,836.5,3.56,250000.0,2123.0,7.13,8.01,8.24,44.9,101.911318755105,108.22000122070312,120.17,-0.8799999999999999,1.1100000000000003,1.0,1.0
1973-08-31,0.0,4.8,45.0,45.1019,838.8,4.31,254000.0,2051.0,7.4,8.67,8.53,47.5,101.584980508177,104.25,106.76,-1.2699999999999996,1.129999999999999,1.0,1.0
1973-09-30,0.0,4.8,45.2,45.4624,839.3,4.31,249000.0,1874.0,7.09,8.29,8.63,46.7,101.324750278353,108.43000030517578,102.97,-1.1999999999999993,1.540000000000001,1.0,1.0
1973-10-31,0.0,4.6,45.6,45.847,842.6,4.31,235000.0,1677.0,6.79,7.22,8.41,46.3,101.113891938044,108.29000091552734,100.08,-0.4299999999999997,1.62,1.0,1.0
1973-11-30,0.0,4.8,45.9,46.0553,848.9,4.31,233000.0,1724.0,6.73,7.83,8.42,46.5,100.90638712327,95.95999908447266,94.92,-1.0999999999999996,1.6899999999999995,1.0,1.0
1973-12-31,1.0,4.9,46.3,45.923,855.5,4.31,300000.0,1526.0,6.74,7.45,8.48,47.4,100.684839942973,97.5500030517578,106.72,-0.71,1.7400000000000002,1.0,1.0
1974-01-31,1.0,5.1,46.8,45.6204,859.7,10.11,291000.0,1451.0,6.99,7.77,8.48,49.0,100.459237848535,96.56999969482422,129.19,-0.7799999999999994,1.4900000000000002,1.0,1.0
1974-02-28,1.0,5.2,47.3,45.4759,864.2,10.11,292000.0,1752.0,6.96,7.12,8.53,50.0,100.203233929666,96.22000122070312,150.13,-0.1600000000000001,1.5699999999999994,1.0,1.0
1974-03-31,1.0,5.1,47.8,45.4777,870.1,10.11,323000.0,1555.0,7.21,7.96,8.62,50.6,99.8959200456811,93.9800033569336,168.42,-0.75,1.4099999999999993,1.0,1.0
1974-04-30,1.0,5.1,48.1,45.3451,872.9,10.11,283000.0,1607.0,7.51,8.33,8.87,51.0,99.5201490577547,90.30999755859376,172.24,-0.8200000000000003,1.3599999999999994,1.0,0.0
1974-05-31,1.0,5.1,48.6,45.7044,874.6,10.11,309000.0,1426.0,7.58,8.23,9.05,51.8,99.0831362368974,87.27999877929688,163.27,-0.6500000000000004,1.4700000000000006,1.0,0.0
1974-06-30,1.0,5.4,49.0,45.6238,877.8,10.11,325000.0,1513.0,7.54,7.9,9.27,52.0,98.597258502508,86.0,154.1,-0.3600000000000003,1.7299999999999995,1.0,0.0
1974-07-31,1.0,5.5,49.3,45.7221,881.4,10.11,320000.0,1316.0,7.81,7.55,9.48,54.0,98.0757897167957,79.30999755859375,142.98,0.2599999999999998,1.6700000000000008,1.0,0.0
1974-08-31,1.0,5.5,49.9,45.2366,884.1,10.11,350000.0,1142.0,8.04,8.96,9.77,55.9,97.5219330055196,72.1500015258789,154.64,-0.9200000000000016,1.7300000000000004,1.0,0.0
1974-09-30,1.0,5.9,50.6,45.2365,887.9,10.11,366000.0,1150.0,8.04,8.06,10.18,55.9,96.9470784347785,63.540000915527344,151.75,-0.0200000000000013,2.140000000000001,1.0,0.0
1974-10-31,1.0,6.0,51.0,45.1133,893.3,11.16,414000.0,1070.0,7.9,7.46,10.48,56.9,96.4060082947009,73.9000015258789,158.78,0.4400000000000004,2.58,0.0,0.0
1974-11-30,1.0,6.6,51.5,43.6278,898.6,11.16,474000.0,1026.0,7.68,7.47,10.6,57.4,95.9476657114332,69.97000122070312,181.66,0.2099999999999999,2.92,0.0,0.0
1974-12-31,1.0,7.2,51.9,42.0533,902.1,11.16,537000.0,975.0,7.43,7.15,10.63,57.3,95.6398986280796,68.55999755859375,183.78,0.2799999999999993,3.200000000000001,0.0,0.0
1975-01-31,1.0,8.1,52.3,41.4676,906.3,11.16,555000.0,1032.0,7.5,6.26,10.81,57.4,95.543795540604,76.9800033569336,176.27,1.2400000000000002,3.3100000000000005,0.0,0.0
1975-02-28,1.0,8.1,52.6,40.5165,914.1,11.16,544000.0,904.0,7.39,5.5,10.65,57.2,95.649185616234,81.58999633789062,179.6,1.89,3.2600000000000007,0.0,0.0
1975-03-31,1.0,8.6,52.8,40.0638,925.0,11.16,555000.0,993.0,7.73,5.49,10.48,56.9,95.9240063988745,83.36000061035156,178.16,2.24,2.75,0.0,0.0
1975-04-30,0.0,8.8,53.0,40.1573,935.1,11.16,513000.0,1005.0,8.23,5.61,10.58,57.5,96.3338457058965,87.30000305175781,169.84,2.62,2.35,0.0,0.0
1975-05-31,0.0,9.0,53.1,40.0253,947.9,11.16,475000.0,1121.0,8.06,5.23,10.69,57.9,96.8142892153286,91.1500015258789,167.39,2.83,2.629999999999999,0.0,0.0
1975-06-30,0.0,8.8,53.5,40.2772,963.0,11.16,459000.0,1087.0,7.86,5.34,10.62,58.0,97.3195609492407,95.19000244140624,164.24,2.5200000000000005,2.759999999999999,0.0,0.0
1975-07-31,0.0,8.6,54.0,40.6994,975.1,11.16,454000.0,1226.0,8.06,6.13,10.55,58.7,97.8187629342459,88.75,165.17,1.9300000000000008,2.49,0.0,0.0
1975-08-31,0.0,8.4,54.2,41.0998,983.1,11.16,446000.0,1260.0,8.4,6.44,10.59,59.0,98.286479507991,86.87999725341797,163.0,1.96,2.1899999999999995,0.0,0.0
1975-09-30,0.0,8.4,54.6,41.6304,991.5,11.16,445000.0,1264.0,8.43,6.42,10.61,59.4,98.7206113031301,83.87000274658203,144.17,2.01,2.18,0.0,0.0
1975-10-31,0.0,8.4,54.9,41.8135,997.8,11.16,426000.0,1344.0,8.14,5.96,10.62,59.8,99.1328320934653,89.04000091552734,142.79,2.1800000000000006,2.479999999999998,0.0,0.0
1975-11-30,0.0,8.3,55.3,41.8697,1006.9,11.16,387000.0,1360.0,8.05,5.48,10.56,59.5,99.5362590004454,91.23999786376952,142.42,2.5700000000000003,2.51,0.0,0.0
1975-12-31,0.0,8.2,55.6,42.4414,1016.2,11.16,391000.0,1321.0,8.0,5.44,10.56,59.7,99.9387460821937,90.19000244140624,139.3,2.56,2.5600000000000005,0.0,0.0
1976-01-31,0.0,7.9,55.8,43.0012,1026.6,11.16,359000.0,1367.0,7.74,4.87,10.41,59.9,100.324260299533,100.86000061035156,131.05,2.87,2.67,0.0,0.0
1976-02-29,0.0,7.7,55.9,43.4229,1040.3,12.03,349000.0,1538.0,7.79,4.88,10.24,59.9,100.649714436853,99.70999908447266,131.06,2.91,2.45,0.0,0.0
1976-03-31,0.0,7.6,56.0,43.5168,1050.0,12.1,366000.0,1421.0,7.73,5.0,10.12,60.0,100.881795077633,102.7699966430664,132.76,2.7300000000000004,2.389999999999999,0.0,0.0
1976-04-30,0.0,7.7,56.1,43.7327,1060.8,12.17,367000.0,1395.0,7.56,4.86,9.94,60.6,101.021162083767,101.63999938964844,127.94,2.6999999999999997,2.38,0.0,0.0
1976-05-31,0.0,7.4,56.4,43.9186,1072.1,12.17,402000.0,1459.0,7.9,5.2,9.86,60.8,101.080419737417,100.18000030517578,126.92,2.7,1.959999999999999,0.0,0.0
1976-06-30,0.0,7.6,56.7,43.9637,1077.6,12.17,387000.0,1495.0,7.86,5.41,9.89,61.2,101.087874446693,104.27999877929688,125.71,2.45,2.03,0.0,0.0
1976-07-31,0.0,7.8,57.0,44.2141,1086.3,12.17,388000.0,1401.0,7.83,5.23,9.82,61.6,101.067936509741,103.44000244140624,117.73,2.6,1.99,0.0,0.0
1976-08-31,0.0,7.8,57.3,44.5182,1098.7,12.17,394000.0,1550.0,7.77,5.14,9.64,61.4,101.037508113079,102.91000366210938,109.93,2.63,1.870000000000001,0.0,0.0
1976-09-30,0.0,7.6,57.6,44.6721,1110.8,13.9,423000.0,1720.0,7.59,5.08,9.4,61.8,101.025508392756,105.23999786376952,114.15,2.51,1.8100000000000005,0.0,0.0
1976-10-31,0.0,7.7,57.9,44.6585,1125.0,13.9,414000.0,1629.0,7.41,4.92,9.29,61.9,101.055637673227,102.9000015258789,116.15,2.49,1.879999999999999,0.0,0.0
1976-11-30,0.0,7.8,58.1,45.3392,1138.2,13.9,377000.0,1641.0,7.29,4.75,9.23,62.0,101.151710429133,102.0999984741211,130.46,2.54,1.9400000000000004,0.0,0.0
1976-12-31,0.0,7.8,58.4,45.8294,1152.0,13.9,333000.0,1804.0,6.87,4.35,9.12,62.5,101.306940055068,107.45999908447266,133.93,2.5200000000000005,2.249999999999999,0.0,0.0
1977-01-31,0.0,7.5,58.7,45.5087,1165.2,13.9,422000.0,1527.0,7.21,4.62,9.08,62.8,101.490424754365,102.02999877929688,132.26,2.59,1.87,0.0,0.0
1977-02-28,0.0,7.6,59.3,46.2277,1177.6,13.9,362000.0,1943.0,7.39,4.67,9.12,63.5,101.678287354257,99.81999969482422,136.24,2.72,1.7299999999999995,0.0,0.0
1977-03-31,0.0,7.4,59.6,46.8185,1188.5,13.9,356000.0,2063.0,7.46,4.6,9.12,64.1,101.843215404784,98.41999816894533,148.23,2.8600000000000003,1.6599999999999993,0.0,0.0
1977-04-30,0.0,7.2,60.0,47.2684,1199.6,13.9,375000.0,1892.0,7.37,4.54,9.07,64.9,101.952843279172,98.44000244140624,149.17,2.83,1.7000000000000002,0.0,0.0
1977-05-31,0.0,7.0,60.2,47.6411,1209.0,13.9,381000.0,1971.0,7.46,4.96,9.01,65.2,102.000533363865,96.12000274658205,146.61,2.5,1.5499999999999998,0.0,0.0
1977-06-30,0.0,7.2,60.5,48.0116,1217.8,13.9,365000.0,1893.0,7.28,5.02,8.91,65.0,101.98779417437,100.4800033569336,140.78,2.2600000000000007,1.63,0.0,0.0
1977-07-31,0.0,6.9,60.8,48.073,1226.7,13.9,365000.0,2058.0,7.33,5.19,8.87,65.1,101.92796704934,98.8499984741211,143.39,2.14,1.5399999999999991,0.0,0.0
1977-08-31,0.0,7.0,61.1,48.1205,1237.0,14.85,365000.0,2020.0,7.4,5.49,8.82,65.0,101.844220645325,96.7699966430664,144.94,1.91,1.42,0.0,0.0
1977-09-30,0.0,6.8,61.3,48.3189,1246.2,14.85,380000.0,1949.0,7.34,5.81,8.8,65.3,101.765813455505,96.52999877929688,149.53,1.5300000000000002,1.4600000000000009,0.0,0.0
1977-10-31,0.0,6.8,61.6,48.3871,1254.0,14.85,349000.0,2042.0,7.52,6.16,8.89,65.6,101.710239039309,92.33999633789062,158.95,1.3599999999999994,1.370000000000001,0.0,0.0
1977-11-30,0.0,6.8,62.0,48.4761,1262.4,14.85,354000.0,2042.0,7.58,6.1,8.95,65.8,101.67862092159,94.83000183105467,162.1,1.4800000000000004,1.3699999999999992,0.0,0.0
1977-12-31,0.0,6.4,62.3,48.5629,1270.3,14.85,364000.0,2142.0,7.69,6.07,8.99,66.2,101.67329449112,95.0999984741211,160.45,1.62,1.2999999999999998,0.0,0.0
1978-01-31,0.0,6.4,62.7,47.8481,1279.7,14.85,363000.0,1718.0,7.96,6.44,9.17,66.8,101.697058095672,89.25,173.18,1.5199999999999996,1.21,0.0,0.0
1978-02-28,0.0,6.3,63.0,48.1044,1285.5,14.85,371000.0,1738.0,8.03,6.45,9.2,67.5,101.743871155195,87.04000091552734,178.14,1.5799999999999992,1.17,0.0,0.0
1978-03-31,0.0,6.3,63.4,49.0265,1292.2,14.85,335000.0,2032.0,8.04,6.29,9.22,68.1,101.843328635314,89.20999908447266,183.61,1.7499999999999991,1.1800000000000015,0.0,0.0
1978-04-30,0.0,6.1,63.9,50.0206,1300.4,14.85,324000.0,2197.0,8.15,6.29,9.32,69.0,101.982771899061,96.83000183105467,175.28,1.8600000000000003,1.17,0.0,0.0
1978-05-31,0.0,6.0,64.5,50.254,1310.5,14.85,318000.0,2075.0,8.35,6.41,9.49,69.5,102.125430442993,97.23999786376952,176.31,1.9399999999999995,1.1400000000000006,0.0,0.0
1978-06-30,0.0,5.9,65.0,50.5801,1318.5,14.85,330000.0,2070.0,8.46,6.73,9.6,70.0,102.232703914668,95.52999877929688,183.75,1.7300000000000004,1.1399999999999988,0.0,0.0
1978-07-31,0.0,6.2,65.5,50.5384,1324.1,14.85,346000.0,2092.0,8.64,7.01,9.6,70.4,102.281420131914,100.68000030517578,188.73,1.6300000000000008,0.9599999999999992,0.0,0.0
