Date,precio_oro
1863-08-31,18.93
1863-09-30,18.93
1863-10-31,18.93
1863-11-30,18.93
1863-12-31,18.93
1864-01-31,18.93
1864-02-29,18.93
1864-03-31,18.93
1864-04-30,18.93
1864-05-31,18.93
1864-06-30,18.93
1864-07-31,18.93
1864-08-31,18.93
1864-09-30,18.93
1864-10-31,18.93
1864-11-30,18.93
1864-12-31,18.93
1865-01-31,18.93
1865-02-28,18.93
1865-03-31,18.93
1865-04-30,18.93
1865-05-31,18.93
1865-06-30,18.93
1865-07-31,18.93
1865-08-31,18.93
1865-09-30,18.93
1865-10-31,18.93
1865-11-30,18.93
1865-12-31,18.93
1866-01-31,18.93
1866-02-28,18.93
1866-03-31,18.93
1866-04-30,18.93
1866-05-31,18.93
1866-06-30,18.93
1866-07-31,18.93
1866-08-31,18.93
1866-09-30,18.93
1866-10-31,18.93
1866-11-30,18.93
1866-12-31,18.93
1867-01-31,18.93
1867-02-28,18.93
1867-03-31,18.93
1867-04-30,18.93
1867-05-31,18.93
1867-06-30,18.93
1867-07-31,18.93
1867-08-31,18.93
1867-09-30,18.93
1867-10-31,18.93
1867-11-30,18.93
1867-12-31,18.93
1868-01-31,18.93
1868-02-29,18.93
1868-03-31,18.93
1868-04-30,18.93
1868-05-31,18.93
1868-06-30,18.93
1868-07-31,18.93
1868-08-31,18.93
1868-09-30,18.93
1868-10-31,18.93
1868-11-30,18.93
1868-12-31,18.93
1869-01-31,18.93
1869-02-28,18.93
1869-03-31,18.93
1869-04-30,18.93
1869-05-31,18.93
1869-06-30,18.93
1869-07-31,18.93
1869-08-31,18.93
1869-09-30,18.93
1869-10-31,18.93
1869-11-30,18.93
1869-12-31,18.93
1870-01-31,18.93
1870-02-28,18.93
1870-03-31,18.93
1870-04-30,18.93
1870-05-31,18.93
1870-06-30,18.93
1870-07-31,18.93
1870-08-31,18.93
1870-09-30,18.93
1870-10-31,18.93
1870-11-30,18.93
1870-12-31,18.93
1871-01-31,18.93
1871-02-28,18.93
1871-03-31,18.93
1871-04-30,18.93
1871-05-31,18.93
1871-06-30,18.93
1871-07-31,18.93
1871-08-31,18.93
1871-09-30,18.93
1871-10-31,18.93
1871-11-30,18.93
1871-12-31,18.93
1872-01-31,18.94
1872-02-29,18.94
1872-03-31,18.94
1872-04-30,18.94
1872-05-31,18.94
1872-06-30,18.94
1872-07-31,18.94
1872-08-31,18.94
1872-09-30,18.94
1872-10-31,18.94
1872-11-30,18.94
1872-12-31,18.94
1873-01-31,18.94
1873-02-28,18.94
1873-03-31,18.94
1873-04-30,18.94
1873-05-31,18.94
1873-06-30,18.94
1873-07-31,18.94
1873-08-31,18.94
1873-09-30,18.94
1873-10-31,18.94
1873-11-30,18.94
1873-12-31,18.94
1874-01-31,18.94
1874-02-28,18.94
1874-03-31,18.94
1874-04-30,18.94
1874-05-31,18.94
1874-06-30,18.94
1874-07-31,18.94
1874-08-31,18.94
1874-09-30,18.94
1874-10-31,18.94
1874-11-30,18.94
1874-12-31,18.94
1875-01-31,18.94
1875-02-28,18.94
1875-03-31,18.94
1875-04-30,18.94
1875-05-31,18.94
1875-06-30,18.94
1875-07-31,18.94
1875-08-31,18.94
1875-09-30,18.94
1875-10-31,18.94
1875-11-30,18.94
1875-12-31,18.94
1876-01-31,18.94
1876-02-29,18.94
1876-03-31,18.94
1876-04-30,18.94
1876-05-31,18.94
1876-06-30,18.94
1876-07-31,18.94
1876-08-31,18.94
1876-09-30,18.94
1876-10-31,18.94
1876-11-30,18.94
1876-12-31,18.94
1877-01-31,18.94
1877-02-28,18.94
1877-03-31,18.94
1877-04-30,18.94
1877-05-31,18.94
1877-06-30,18.94
1877-07-31,18.94
1877-08-31,18.94
1877-09-30,18.94
1877-10-31,18.94
1877-11-30,18.94
1877-12-31,18.94
1878-01-31,18.94
1878-02-28,18.94
1878-03-31,18.94
1878-04-30,18.94
1878-05-31,18.94
1878-06-30,18.94
1878-07-31,18.94
1878-08-31,18.94
1878-09-30,18.94
1878-10-31,18.94
1878-11-30,18.94
1878-12-31,18.94
1879-01-31,18.94
1879-02-28,18.94
1879-03-31,18.94
1879-04-30,18.94
1879-05-31,18.94
1879-06-30,18.94
1879-07-31,18.94
1879-08-31,18.94
1879-09-30,18.94
1879-10-31,18.94
1879-11-30,18.94
1879-12-31,18.94
1880-01-31,18.94
1880-02-29,18.94
1880-03-31,18.94
1880-04-30,18.94
1880-05-31,18.94
1880-06-30,18.94
1880-07-31,18.94
1880-08-31,18.94
1880-09-30,18.94
1880-10-31,18.94
1880-11-30,18.94
1880-12-31,18.94
1881-01-31,18.94
1881-02-28,18.94
1881-03-31,18.94
1881-04-30,18.94
1881-05-31,18.94
1881-06-30,18.94
1881-07-31,18.94
1881-08-31,18.94
1881-09-30,18.94
1881-10-31,18.94
1881-11-30,18.94
1881-12-31,18.94
1882-01-31,18.94
1882-02-28,18.94
1882-03-31,18.94
1882-04-30,18.94
1882-05-31,18.94
1882-06-30,18.94
1882-07-31,18.94
1882-08-31,18.94
1882-09-30,18.94
1882-10-31,18.94
1882-11-30,18.94
1882-12-31,18.94
1883-01-31,18.94
1883-02-28,18.94
1883-03-31,18.94
1883-04-30,18.94
1883-05-31,18.94
1883-06-30,18.94
1883-07-31,18.94
1883-08-31,18.94
1883-09-30,18.94
1883-10-31,18.94
1883-11-30,18.94
1883-12-31,18.94
1884-01-31,18.94
1884-02-29,18.94
1884-03-31,18.94
1884-04-30,18.94
1884-05-31,18.94
1884-06-30,18.94
1884-07-31,18.94
1884-08-31,18.94
1884-09-30,18.94
1884-10-31,18.94
1884-11-30,18.94
1884-12-31,18.94
1885-01-31,18.94
1885-02-28,18.94
1885-03-31,18.94
1885-04-30,18.94
1885-05-31,18.94
1885-06-30,18.94
1885-07-31,18.94
1885-08-31,18.94
1885-09-30,18.94
1885-10-31,18.94
1885-11-30,18.94
1885-12-31,18.94
1886-01-31,18.94
1886-02-28,18.94
1886-03-31,18.94
1886-04-30,18.94
1886-05-31,18.94
1886-06-30,18.94
1886-07-31,18.94
1886-08-31,18.94
1886-09-30,18.94
1886-10-31,18.94
1886-11-30,18.94
1886-12-31,18.94
1887-01-31,18.94
1887-02-28,18.94
1887-03-31,18.94
1887-04-30,18.94
1887-05-31,18.94
1887-06-30,18.94
1887-07-31,18.94
1887-08-31,18.94
1887-09-30,18.94
1887-10-31,18.94
1887-11-30,18.94
1887-12-31,18.94
1888-01-31,18.94
1888-02-29,18.94
1888-03-31,18.94
1888-04-30,18.94
1888-05-31,18.94
1888-06-30,18.94
1888-07-31,18.94
1888-08-31,18.94
1888-09-30,18.94
1888-10-31,18.94
1888-11-30,18.94
1888-12-31,18.94
1889-01-31,18.93
1889-02-28,18.93
1889-03-31,18.93
1889-04-30,18.93
1889-05-31,18.93
1889-06-30,18.93
1889-07-31,18.93
1889-08-31,18.93
1889-09-30,18.93
1889-10-31,18.93
1889-11-30,18.93
1889-12-31,18.93
1890-01-31,18.94
1890-02-28,18.94
1890-03-31,18.94
1890-04-30,18.94
1890-05-31,18.94
1890-06-30,18.94
1890-07-31,18.94
1890-08-31,18.94
1890-09-30,18.94
1890-10-31,18.94
1890-11-30,18.94
1890-12-31,18.94
1891-01-31,18.96
1891-02-28,18.96
1891-03-31,18.96
1891-04-30,18.96
1891-05-31,18.96
1891-06-30,18.96
1891-07-31,18.96
1891-08-31,18.96
1891-09-30,18.96
1891-10-31,18.96
1891-11-30,18.96
1891-12-31,18.96
1892-01-31,18.96
1892-02-29,18.96
1892-03-31,18.96
1892-04-30,18.96
1892-05-31,18.96
1892-06-30,18.96
1892-07-31,18.96
1892-08-31,18.96
1892-09-30,18.96
1892-10-31,18.96
1892-11-30,18.96
1892-12-31,18.96
1893-01-31,18.96
1893-02-28,18.96
1893-03-31,18.96
1893-04-30,18.96
1893-05-31,18.96
1893-06-30,18.96
1893-07-31,18.96
1893-08-31,18.96
1893-09-30,18.96
1893-10-31,18.96
1893-11-30,18.96
1893-12-31,18.96
1894-01-31,18.94
1894-02-28,18.94
1894-03-31,18.94
1894-04-30,18.94
1894-05-31,18.94
1894-06-30,18.94
1894-07-31,18.94
1894-08-31,18.94
1894-09-30,18.94
1894-10-31,18.94
1894-11-30,18.94
1894-12-31,18.94
1895-01-31,18.93
1895-02-28,18.93
1895-03-31,18.93
1895-04-30,18.93
1895-05-31,18.93
1895-06-30,18.93
1895-07-31,18.93
1895-08-31,18.93
1895-09-30,18.93
1895-10-31,18.93
1895-11-30,18.93
1895-12-31,18.93
1896-01-31,18.98
1896-02-29,18.98
1896-03-31,18.98
1896-04-30,18.98
1896-05-31,18.98
1896-06-30,18.98
1896-07-31,18.98
1896-08-31,18.98
1896-09-30,18.98
1896-10-31,18.98
1896-11-30,18.98
1896-12-31,18.98
1897-01-31,18.98
1897-02-28,18.98
1897-03-31,18.98
1897-04-30,18.98
1897-05-31,18.98
1897-06-30,18.98
1897-07-31,18.98
1897-08-31,18.98
1897-09-30,18.98
1897-10-31,18.98
1897-11-30,18.98
1897-12-31,18.98
1898-01-31,18.98
1898-02-28,18.98
1898-03-31,18.98
1898-04-30,18.98
1898-05-31,18.98
1898-06-30,18.98
1898-07-31,18.98
1898-08-31,18.98
1898-09-30,18.98
1898-10-31,18.98
1898-11-30,18.98
1898-12-31,18.98
1899-01-31,18.94
1899-02-28,18.94
1899-03-31,18.94
1899-04-30,18.94
1899-05-31,18.94
1899-06-30,18.94
1899-07-31,18.94
1899-08-31,18.94
1899-09-30,18.94
1899-10-31,18.94
1899-11-30,18.94
1899-12-31,18.94
1900-01-31,18.96
1900-02-28,18.96
1900-03-31,18.96
1900-04-30,18.96
1900-05-31,18.96
1900-06-30,18.96
1900-07-31,18.96
1900-08-31,18.96
1900-09-30,18.96
1900-10-31,18.96
1900-11-30,18.96
1900-12-31,18.96
1901-01-31,18.98
1901-02-28,18.98
1901-03-31,18.98
1901-04-30,18.98
1901-05-31,18.98
1901-06-30,18.98
1901-07-31,18.98
1901-08-31,18.98
1901-09-30,18.98
1901-10-31,18.98
1901-11-30,18.98
1901-12-31,18.98
1902-01-31,18.97
1902-02-28,18.97
1902-03-31,18.97
1902-04-30,18.97
1902-05-31,18.97
1902-06-30,18.97
1902-07-31,18.97
1902-08-31,18.97
1902-09-30,18.97
1902-10-31,18.97
1902-11-30,18.97
1902-12-31,18.97
1903-01-31,18.95
1903-02-28,18.95
1903-03-31,18.95
1903-04-30,18.95
1903-05-31,18.95
1903-06-30,18.95
1903-07-31,18.95
1903-08-31,18.95
1903-09-30,18.95
1903-10-31,18.95
1903-11-30,18.95
1903-12-31,18.95
1904-01-31,18.96
1904-02-29,18.96
1904-03-31,18.96
1904-04-30,18.96
1904-05-31,18.96
1904-06-30,18.96
1904-07-31,18.96
1904-08-31,18.96
1904-09-30,18.96
1904-10-31,18.96
1904-11-30,18.96
1904-12-31,18.96
1905-01-31,18.92
1905-02-28,18.92
1905-03-31,18.92
1905-04-30,18.92
1905-05-31,18.92
1905-06-30,18.92
1905-07-31,18.92
1905-08-31,18.92
1905-09-30,18.92
1905-10-31,18.92
1905-11-30,18.92
1905-12-31,18.92
1906-01-31,18.9
1906-02-28,18.9
1906-03-31,18.9
1906-04-30,18.9
1906-05-31,18.9
1906-06-30,18.9
1906-07-31,18.9
1906-08-31,18.9
1906-09-30,18.9
1906-10-31,18.9
1906-11-30,18.9
1906-12-31,18.9
1907-01-31,18.94
1907-02-28,18.94
1907-03-31,18.94
1907-04-30,18.94
1907-05-31,18.94
1907-06-30,18.94
1907-07-31,18.94
1907-08-31,18.94
1907-09-30,18.94
1907-10-31,18.94
1907-11-30,18.94
1907-12-31,18.94
1908-01-31,18.95
1908-02-29,18.95
1908-03-31,18.95
1908-04-30,18.95
1908-05-31,18.95
1908-06-30,18.95
1908-07-31,18.95
1908-08-31,18.95
1908-09-30,18.95
1908-10-31,18.95
1908-11-30,18.95
1908-12-31,18.95
1909-01-31,18.96
1909-02-28,18.96
1909-03-31,18.96
1909-04-30,18.96
1909-05-31,18.96
1909-06-30,18.96
1909-07-31,18.96
1909-08-31,18.96
1909-09-30,18.96
1909-10-31,18.96
1909-11-30,18.96
1909-12-31,18.96
1910-01-31,18.92
1910-02-28,18.92
1910-03-31,18.92
1910-04-30,18.92
1910-05-31,18.92
1910-06-30,18.92
1910-07-31,18.92
1910-08-31,18.92
1910-09-30,18.92
1910-10-31,18.92
1910-11-30,18.92
1910-12-31,18.92
1911-01-31,18.92
1911-02-28,18.92
1911-03-31,18.92
1911-04-30,18.92
1911-05-31,18.92
1911-06-30,18.92
1911-07-31,18.92
1911-08-31,18.92
1911-09-30,18.92
1911-10-31,18.92
1911-11-30,18.92
1911-12-31,18.92
1912-01-31,18.93
1912-02-29,18.93
1912-03-31,18.93
1912-04-30,18.93
1912-05-31,18.93
1912-06-30,18.93
1912-07-31,18.93
1912-08-31,18.93
1912-09-30,18.93
1912-10-31,18.93
1912-11-30,18.93
1912-12-31,18.93
1913-01-31,18.92
1913-02-28,18.92
1913-03-31,18.92
1913-04-30,18.92
1913-05-31,18.92
1913-06-30,18.92
1913-07-31,18.92
1913-08-31,18.92
1913-09-30,18.92
1913-10-31,18.92
1913-11-30,18.92
1913-12-31,18.92
1914-01-31,18.99
1914-02-28,18.99
1914-03-31,18.99
1914-04-30,18.99
1914-05-31,18.99
1914-06-30,18.99
1914-07-31,18.99
1914-08-31,18.99
1914-09-30,18.99
1914-10-31,18.99
1914-11-30,18.99
1914-12-31,18.99
1915-01-31,18.99
1915-02-28,18.99
1915-03-31,18.99
1915-04-30,18.99
1915-05-31,18.99
1915-06-30,18.99
1915-07-31,18.99
1915-08-31,18.99
1915-09-30,18.99
1915-10-31,18.99
1915-11-30,18.99
1915-12-31,18.99
1916-01-31,18.99
1916-02-29,18.99
1916-03-31,18.99
1916-04-30,18.99
1916-05-31,18.99
1916-06-30,18.99
1916-07-31,18.99
1916-08-31,18.99
1916-09-30,18.99
1916-10-31,18.99
1916-11-30,18.99
1916-12-31,18.99
1917-01-31,18.99
1917-02-28,18.99
1917-03-31,18.99
1917-04-30,18.99
1917-05-31,18.99
1917-06-30,18.99
1917-07-31,18.99
1917-08-31,18.99
1917-09-30,18.99
1917-10-31,18.99
1917-11-30,18.99
1917-12-31,18.99
1918-01-31,18.99
1918-02-28,18.99
1918-03-31,18.99
1918-04-30,18.99
1918-05-31,18.99
1918-06-30,18.99
1918-07-31,18.99
1918-08-31,18.99
1918-09-30,18.99
1918-10-31,18.99
1918-11-30,18.99
1918-12-31,18.99
1919-01-31,19.95
1919-02-28,19.95
1919-03-31,19.95
1919-04-30,19.95
1919-05-31,19.95
1919-06-30,19.95
1919-07-31,19.95
1919-08-31,19.95
1919-09-30,19.95
1919-10-31,19.95
1919-11-30,19.95
1919-12-31,19.95
1920-01-31,20.68
1920-02-29,20.68
1920-03-31,20.68
1920-04-30,20.68
1920-05-31,20.68
1920-06-30,20.68
1920-07-31,20.68
1920-08-31,20.68
1920-09-30,20.68
1920-10-31,20.68
1920-11-30,20.68
1920-12-31,20.68
1921-01-31,20.58
1921-02-28,20.58
1921-03-31,20.58
1921-04-30,20.58
1921-05-31,20.58
1921-06-30,20.58
1921-07-31,20.58
1921-08-31,20.58
1921-09-30,20.58
1921-10-31,20.58
1921-11-30,20.58
1921-12-31,20.58
1922-01-31,20.66
1922-02-28,20.66
1922-03-31,20.66
1922-04-30,20.66
1922-05-31,20.66
1922-06-30,20.66
1922-07-31,20.66
1922-08-31,20.66
1922-09-30,20.66
1922-10-31,20.66
1922-11-30,20.66
1922-12-31,20.66
1923-01-31,21.32
1923-02-28,21.32
1923-03-31,21.32
1923-04-30,21.32
1923-05-31,21.32
1923-06-30,21.32
1923-07-31,21.32
1923-08-31,21.32
1923-09-30,21.32
1923-10-31,21.32
1923-11-30,21.32
1923-12-31,21.32
1924-01-31,20.69
1924-02-29,20.69
1924-03-31,20.69
1924-04-30,20.69
1924-05-31,20.69
1924-06-30,20.69
1924-07-31,20.69
1924-08-31,20.69
1924-09-30,20.69
1924-10-31,20.69
1924-11-30,20.69
1924-12-31,20.69
1925-01-31,20.64
1925-02-28,20.64
1925-03-31,20.64
1925-04-30,20.64
1925-05-31,20.64
1925-06-30,20.64
1925-07-31,20.64
1925-08-31,20.64
1925-09-30,20.64
1925-10-31,20.64
1925-11-30,20.64
1925-12-31,20.64
1926-01-31,20.63
1926-02-28,20.63
1926-03-31,20.63
1926-04-30,20.63
1926-05-31,20.63
1926-06-30,20.63
1926-07-31,20.63
1926-08-31,20.63
1926-09-30,20.63
1926-10-31,20.63
1926-11-30,20.63
1926-12-31,20.63
1927-01-31,20.64
1927-02-28,20.64
1927-03-31,20.64
1927-04-30,20.64
1927-05-31,20.64
1927-06-30,20.64
1927-07-31,20.64
1927-08-31,20.64
1927-09-30,20.64
1927-10-31,20.64
1927-11-30,20.64
1927-12-31,20.64
1928-01-31,20.66
1928-02-29,20.66
1928-03-31,20.66
1928-04-30,20.66
1928-05-31,20.66
1928-06-30,20.66
1928-07-31,20.66
1928-08-31,20.66
1928-09-30,20.66
1928-10-31,20.66
1928-11-30,20.66
1928-12-31,20.66
1929-01-31,20.63
1929-02-28,20.63
1929-03-31,20.63
1929-04-30,20.63
1929-05-31,20.63
1929-06-30,20.63
1929-07-31,20.63
1929-08-31,20.63
1929-09-30,20.63
1929-10-31,20.63
1929-11-30,20.63
1929-12-31,20.63
1930-01-31,20.65
1930-02-28,20.65
1930-03-31,20.65
1930-04-30,20.65
1930-05-31,20.65
1930-06-30,20.65
1930-07-31,20.65
1930-08-31,20.65
1930-09-30,20.65
1930-10-31,20.65
1930-11-30,20.65
1930-12-31,20.65
1931-01-31,17.06
1931-02-28,17.06
1931-03-31,17.06
1931-04-30,17.06
1931-05-31,17.06
1931-06-30,17.06
1931-07-31,17.06
1931-08-31,17.06
1931-09-30,17.06
1931-10-31,17.06
1931-11-30,17.06
1931-12-31,17.06
1932-01-31,20.69
1932-02-29,20.69
1932-03-31,20.69
1932-04-30,20.69
1932-05-31,20.69
1932-06-30,20.69
1932-07-31,20.69
1932-08-31,20.69
1932-09-30,20.69
1932-10-31,20.69
1932-11-30,20.69
1932-12-31,20.69
1933-01-31,26.33
1933-02-28,26.33
1933-03-31,26.33
1933-04-30,26.33
1933-05-31,26.33
1933-06-30,26.33
1933-07-31,26.33
1933-08-31,26.33
1933-09-30,26.33
1933-10-31,26.33
1933-11-30,26.33
1933-12-31,26.33
1934-01-31,34.69
1934-02-28,34.69
1934-03-31,34.69
1934-04-30,34.69
1934-05-31,34.69
1934-06-30,34.69
1934-07-31,34.69
1934-08-31,34.69
1934-09-30,34.69
1934-10-31,34.69
1934-11-30,34.69
1934-12-31,34.69
1935-01-31,34.84
1935-02-28,34.84
1935-03-31,34.84
1935-04-30,34.84
1935-05-31,34.84
1935-06-30,34.84
1935-07-31,34.84
1935-08-31,34.84
1935-09-30,34.84
1935-10-31,34.84
1935-11-30,34.84
1935-12-31,34.84
1936-01-31,34.87
1936-02-29,34.87
1936-03-31,34.87
1936-04-30,34.87
1936-05-31,34.87
1936-06-30,34.87
1936-07-31,34.87
1936-08-31,34.87
1936-09-30,34.87
1936-10-31,34.87
1936-11-30,34.87
1936-12-31,34.87
1937-01-31,34.79
1937-02-28,34.79
1937-03-31,34.79
1937-04-30,34.79
1937-05-31,34.79
1937-06-30,34.79
1937-07-31,34.79
1937-08-31,34.79
1937-09-30,34.79
1937-10-31,34.79
1937-11-30,34.79
1937-12-31,34.79
1938-01-31,34.85
1938-02-28,34.85
1938-03-31,34.85
1938-04-30,34.85
1938-05-31,34.85
1938-06-30,34.85
1938-07-31,34.85
1938-08-31,34.85
1938-09-30,34.85
1938-10-31,34.85
1938-11-30,34.85
